StudyID;SampleID;ESID;CaseID_Count;2_Author;3_Year;interval;timepoints;10_Size;11_Mage;16_CNT;17_Eth;18_Female;Negative/Positive+LS;30_Covid;31_WBm;33_Relt1;34_Relt;avg_rel;WBmi;WBsdi;WBmj;WBsdj;WBcorrij;WBtitj;region;income_level;agem1ic1;agem1ic2;agem1ic3;timelagc;agem2i;corrmean;corrx;es_d;es_dyear;v_d;v_dyear
11586;13115862;429;2;Weinstein et al.;2006;2-3;3;230;15;U.S.;White/European;;0;no;Satisfaction with life scale ( Diener et al., 1985);0,72;0,73;0,72;6,55;1,42;6,4;1,42;;0,5;North America;High income;1,28;1,6384;2,097152;-0,49;15,5;0,524095238;0,524095238;-0,105633803;-0,211267606;0,00416256;0,01665024
11586;13115863;430;2;Weinstein et al.;2006;1-2;3;287;15;U.S.;White/European;;0;no;"Student's life satisfaction scale (SLSS; Huebner, 1991)";0,72;0,73;0,72;6,66;1,21;6,59;1,23;;0,5;North America;High income;1,28;1,6384;2,097152;-0,49;15,5;0,524095238;0,524095238;-0,05785124;-0,115702479;0,00332224;0,01328896
11586;13115863;431;2;Weinstein et al.;2006;2-3;3;287;15;U.S.;White/European;;0;no;"Student's life satisfaction scale (SLSS; Huebner, 1991)";0,72;0,73;0,72;6,59;1,23;6,45;1,28;;0,5;North America;High income;1,28;1,6384;2,097152;-0,49;15,5;0,524095238;0,524095238;-0,113821138;-0,227642276;0,00333898;0,013355918
11587;13115870;432;1;Williams et al.;2015;1-2;2;468;17;Australia;Not specified;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,94;0,94;0,94;3,9;0,86;3,83;0,85;0,42;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,42;-0,081395349;-0,081395349;0,002485711;0,002485711
11587;13115871;433;1;Williams et al.;2015;1-2;2;466;17;Australia;Not specified;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,9;0,88;4,81;1,33;5,15;1,24;0,54;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,54;0,255639098;0,255639098;0,002044368;0,002044368
11587;13115872;434;1;Williams et al.;2015;1-2;2;468;17;Australia;Not specified;0,52;1;no;Other;0,93;0,94;0,94;2,17;0,82;1,99;0,84;0,52;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,52;-0,219512195;-0,219512195;0,002102762;0,002102762
11587;13115873;435;1;Williams et al.;2015;1-2;2;468;17;Australia;Not specified;0,52;0;no;Other;0,94;0,94;0,94;3,87;0,88;3,77;0,84;;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,524095238;-0,113636364;-0,113636364;0,002047577;0,002047577
11587;13115874;436;1;Williams et al.;2015;1-2;2;466;17;Australia;Not specified;0,52;0;no;Other;0,85;0,9;0,88;4,84;1,24;5,14;1,12;;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,524095238;0,241935484;0,241935484;0,002105313;0,002105313
11587;13115875;437;1;Williams et al.;2015;1-2;2;468;17;Australia;Not specified;0,52;1;no;Other;0,93;0,94;0,94;2;0,76;1,98;0,85;;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,524095238;-0,026315789;-0,026315789;0,002034521;0,002034521
11587;13115876;438;1;Williams et al.;2015;1-2;2;468;17;Australia;Not specified;0,52;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,94;0,94;0,94;3,92;0,88;3,88;0,86;;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,524095238;-0,045454545;-0,045454545;0,002035988;0,002035988
11587;13115877;439;1;Williams et al.;2015;1-2;2;466;17;Australia;Not specified;0,52;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,9;0,88;4,88;1,39;5,2;1,28;;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,524095238;0,230215827;0,230215827;0,002099376;0,002099376
11587;13115878;440;1;Williams et al.;2015;1-2;2;468;17;Australia;Not specified;0,52;1;no;"Negative affect (PANAS;Watson et al., 1988)";0,93;0,94;0,94;2,23;0,84;2;0,77;;1;Oceania;High income;3,28;10,7584;35,287552;0,01;18;0,524095238;0,524095238;-0,273809524;-0,273809524;0,002113879;0,002113879
11588;13115880;441;5;Willroth et al.;2021;1-2;6;674;14,75;Maxico;White/European;;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;4,18;0,71;4,13;0,7;;1;Latin America;Upper middle income;1,03;1,0609;1,092727;0,01;15,75;0,524095238;0,524095238;-0,070422535;-0,070422535;0,001415859;0,001415859
11588;13115880;442;5;Willroth et al.;2021;2-3;6;674;14,75;Maxico;White/European;;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;4,13;0,7;4,16;0,71;;1;Latin America;Upper middle income;1,03;1,0609;1,092727;0,01;15,75;0,524095238;0,524095238;0,042857143;0,042857143;0,001413543;0,001413543
11588;13115880;443;5;Willroth et al.;2021;3-4;6;674;14,75;Maxico;White/European;;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;4,16;0,71;4,22;0,71;;1;Latin America;Upper middle income;1,03;1,0609;1,092727;0,01;15,75;0,524095238;0,524095238;0,084507042;0,084507042;0,001417478;0,001417478
11588;13115880;444;5;Willroth et al.;2021;4-5;6;674;14,75;Maxico;White/European;;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;4,22;0,71;4,16;0,72;;1;Latin America;Upper middle income;1,03;1,0609;1,092727;0,01;15,75;0,524095238;0,524095238;-0,084507042;-0,084507042;0,001417478;0,001417478
11588;13115880;445;5;Willroth et al.;2021;5-6;6;674;14,75;Maxico;White/European;;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,82;0,85;0,84;4,16;0,72;4,08;0,74;;1;Latin America;Upper middle income;1,03;1,0609;1,092727;0,01;15,75;0,524095238;0,524095238;-0,111111111;-0,111111111;0,001421339;0,001421339
11591;13115910;446;2;Zhang et al.;2017;1-2;3;281;12,95;China;Not specified;0,45;0;no;Satisfaction with life scale ( Diener et al., 1985);0,83;0,76;0,79;3,32;0,74;3,22;0,71;;1;Asia;Upper middle income;-0,77;0,5929;-0,456533;0,01;13,95;0,524095238;0,524095238;-0,135135135;-0,135135135;0,003419716;0,003419716
11591;13115910;447;2;Zhang et al.;2017;2-3;3;281;12,95;China;Not specified;0,45;0;no;Satisfaction with life scale ( Diener et al., 1985);0,83;0,76;0,79;3,22;0,71;3,2;0,67;;2;Asia;Upper middle income;-0,77;0,5929;-0,456533;1,01;14,95;0,524095238;0,524095238;-0,028169014;-0,014084507;0,003388634;0,000847159
11591;13115911;448;2;Zhang et al.;2017;1-2;3;189;12,95;China;Not specified;0,45;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,83;0,76;0,79;3,71;0,86;3,67;0,76;;1;Asia;Upper middle income;-0,77;0,5929;-0,456533;0,01;13,95;0,524095238;0,524095238;-0,046511628;-0,046511628;0,005041752;0,005041752
11591;13115911;449;2;Zhang et al.;2017;2-3;3;189;12,95;China;Not specified;0,45;0;no;"Negative affect (PANAS;Watson et al., 1988)";0,83;0,76;0,79;3,67;0,76;3,59;0,82;;2;Asia;Upper middle income;-0,77;0,5929;-0,456533;1,01;14,95;0,524095238;0,524095238;-0,105263158;-0,052631579;0,005065342;0,001266336
11593;13115930;450;1;Zhu & Shek;2020;1-2;2;2648;13,12;China;Not specified;0,42;0;no;"Positive affect (PANAS;Watson et al., 1988)";0,81;0,84;0,82;4,06;1,12;4,06;1,13;0,38;1;Asia;Upper middle income;-0,6;0,36;-0,216;0,01;14,12;0,524095238;0,38;0;0;0,000468278;0,000468278
11594;13115940;451;5;Zhu & Shek;2021;1-2;6;3328;12,59;China;Not specified;0,48;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,88;0,86;3,97;1,05;3,79;1,03;;1;Asia;Upper middle income;-1,13;1,2769;-1,442897;0,01;13,59;0,524095238;0,524095238;-0,171428571;-0,171428571;0,000290416;0,000290416
11594;13115940;452;5;Zhu & Shek;2021;2-3;6;3328;12,59;China;Not specified;0,48;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,88;0,86;3,79;1,03;3,79;1,03;;1;Asia;Upper middle income;-1,13;1,2769;-1,442897;0,01;13,59;0,524095238;0,524095238;0;0;0,000286;0,000286
11594;13115940;453;5;Zhu & Shek;2021;3-4;6;3328;12,59;China;Not specified;0,48;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,88;0,86;3,79;1,03;3,71;1,04;;1;Asia;Upper middle income;-1,13;1,2769;-1,442897;0,01;13,59;0,524095238;0,524095238;-0,077669903;-0,077669903;0,000286907;0,000286907
11594;13115940;454;5;Zhu & Shek;2021;4-5;6;3328;12,59;China;Not specified;0,48;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,88;0,86;3,71;1,04;3,59;1,02;;1;Asia;Upper middle income;-1,13;1,2769;-1,442897;0,01;13,59;0,524095238;0,524095238;-0,115384615;-0,115384615;0,000288001;0,000288001
11594;13115940;455;5;Zhu & Shek;2021;5-6;6;3328;12,59;China;Not specified;0,48;0;no;Satisfaction with life scale ( Diener et al., 1985);0,85;0,88;0,86;3,59;1,02;3,59;1,05;;1;Asia;Upper middle income;-1,13;1,2769;-1,442897;0,01;13,59;0,524095238;0,524095238;0;0;0,000286;0,000286
